Title,Author,Author Affiliation,Source,Publication Year,Volume and Issue,Pages,Issue Date,Monograph Title,Database,Summary,Published Date,Link
Adaptive Thresholding Heuristic for KPI Anomaly Detection,"Ebenezer R. H. P. Isaac, Akshat Sharma",N/A,ArXiv,2023,N/A,N/A,2023-08-21T06:45:28Z,N/A,ArXiv,"  A plethora of outlier detectors have been explored in the time series domain,
however, in a business sense, not all outliers are anomalies of interest.
Existing anomaly detection solutions are confined to certain outlier detectors
limiting their applicability to broader anomaly detection use cases. Network
KPIs (Key Performance Indicators) tend to exhibit stochastic behaviour
producing statistical outliers, most of which do not adversely affect business
operations. Thus, a heuristic is required to capture the business definition of
an anomaly for time series KPI. This article proposes an Adaptive Thresholding
Heuristic (ATH) to dynamically adjust the detection threshold based on the
local properties of the data distribution and adapt to changes in time series
patterns. The heuristic derives the threshold based on the expected periodicity
and the observed proportion of anomalies minimizing false positives and
addressing concept drift. ATH can be used in conjunction with any underlying
seasonality decomposition method and an outlier detector that yields an outlier
score. This method has been tested on EON1-Cell-U, a labeled KPI anomaly
dataset produced by Ericsson, to validate our hypothesis. Experimental results
show that ATH is computationally efficient making it scalable for near real
time anomaly detection and flexible with multiple forecasters and outlier
detectors.
",2023-08-21T06:45:28Z,http://arxiv.org/abs/2308.10504v1
"A recurrent neural network for classification of unevenly sampled
  variable stars","Brett Naul, Joshua S. Bloom, Fernando Pérez, Stéfan van der Walt",N/A,ArXiv,2017,N/A,N/A,2017-11-28T23:17:53Z,N/A,ArXiv,"  Astronomical surveys of celestial sources produce streams of noisy time
series measuring flux versus time (""light curves""). Unlike in many other
physical domains, however, large (and source-specific) temporal gaps in data
arise naturally due to intranight cadence choices as well as diurnal and
seasonal constraints. With nightly observations of millions of variable stars
and transients from upcoming surveys, efficient and accurate discovery and
classification techniques on noisy, irregularly sampled data must be employed
with minimal human-in-the-loop involvement. Machine learning for inference
tasks on such data traditionally requires the laborious hand-coding of
domain-specific numerical summaries of raw data (""features""). Here we present a
novel unsupervised autoencoding recurrent neural network (RNN) that makes
explicit use of sampling times and known heteroskedastic noise properties. When
trained on optical variable star catalogs, this network produces supervised
classification models that rival other best-in-class approaches. We find that
autoencoded features learned on one time-domain survey perform nearly as well
when applied to another survey. These networks can continue to learn from new
unlabeled observations and may be used in other unsupervised tasks such as
forecasting and anomaly detection.
",2017-11-28T23:17:53Z,http://arxiv.org/abs/1711.10609v1
"The short-term association between environmental variables and
  mortality: evidence from Europe","Jens Robben, Katrien Antonio, Torsten Kleinow",N/A,ArXiv,2024,N/A,N/A,2024-05-28T10:07:50Z,N/A,ArXiv,"  Using fine-grained, publicly available data, this paper studies the
short-term association between environmental factors, i.e., weather and air
pollution characteristics, and weekly mortality rates in small geographical
regions in Europe. Hereto, we develop a mortality modeling framework where a
baseline model describes a region-specific, seasonal trend observed within the
historical weekly mortality rates. Using a machine learning algorithm, we then
explain deviations from this baseline using features constructed from
environmental data that capture anomalies and extreme events. We illustrate our
proposed modeling framework through a case study on more than 550 NUTS 3
regions (Nomenclature of Territorial Units for Statistics, level 3) in 20
European countries. Using interpretation tools, we unravel insights into which
environmental features are most important when estimating excess or deficit
mortality relative to the baseline and explore how these features interact.
Moreover, we investigate harvesting effects through our constructed weekly
mortality modeling framework. Our findings show that temperature-related
features are most influential in explaining mortality deviations from the
baseline over short time periods. Furthermore, we find that environmental
features prove particularly beneficial in southern regions for explaining
elevated levels of mortality, and we observe evidence of a harvesting effect
related to heat waves.
",2024-05-28T10:07:50Z,http://arxiv.org/abs/2405.18020v3
"Seasonal Evolution of Mixed Layers in the Red Sea and the Relative
  Contribution of Atmospheric Buoyancy and Momentum Forcing","G. Krokos, I. Cerovečki, P. Zhan, M. C. Hendershott, I. Hoteit",N/A,ArXiv,2021,N/A,N/A,2021-12-16T10:21:56Z,N/A,ArXiv,"  The seasonal and spatial evolution of mixed layers (MLs) in the Red Sea (RS)
is analyzed for the 2001-2015 period using the results of a high resolution
(~1km horizontal, 50 vertical layers) ocean circulation model forced by a novel
regional high resolution (5 km) atmospheric reanalysis dataset. The simulation
reproduces the main features of the near-surface stratification, as described
by the available observations. The seasonal evolution of the modeled mixed
layer depths (MLDs) in the RS is predominantly driven by atmospheric buoyancy
forcing, especially its heat flux component. Everywhere in the basin the model
MLs are deepest in January and February. The deepest MLDs develop in the
northern parts of the Gulf of Aqaba and in the western parts of the north RS.
The MLDs gradually shoal towards the south, reflecting the meridional gradient
of wintertime surface buoyancy loss. In spring and summer, the surface ocean
heat gain increases the stratification and the MLs are becoming shallow
everywhere in the basin. During this season wind may have a significant local
impact on the MLD. Particularly important are strong winds channeled by
topography, such as in the vicinity of the Strait of Bab-Al-Mandeb and the
straits connecting the two gulfs in the north, and lateral jets blowing through
mountain gaps, such as the Tokar jet in the central RS. The MLD distribution
further suggests influence by the general and mesoscale circulation. The
complex patterns of air-sea buoyancy flux, wind forcing, and the thermohaline
and mesoscale circulation, are all strongly imprinted on the MLD distribution.
",2021-12-16T10:21:56Z,http://arxiv.org/abs/2112.08762v1
"Classification of Middle Tropospheric Systems over the Arabian Sea and
  Western India","Pradeep Kushwaha, Jai Sukhatme, Ravi S. Nanjundiah",N/A,ArXiv,2022,N/A,N/A,2022-03-08T13:06:25Z,N/A,ArXiv,"  The formation of Middle Tropospheric Cyclones (MTCs) that are responsible for
a large portion of annual precipitation and extreme rainfall events over
western India is studied using an unsupervised machine learning algorithm and
cyclone tracking. Both approaches reveal four dominant weather patterns that
lead to the genesis of these systems; specifically, re-intensification of
westward moving synoptic systems from Bay of Bengal (Type 1, 51%), in-situ
formation with a coexisting cyclonic system over the Bay of Bengal that
precedes (Type 2a, 31%) or follows (Type 2b, 10%) genesis in the Arabian Sea,
and finally in-situ genesis within a northwestward propagating cyclonic anomaly
from the south Bay of Bengal (Type 2c, 8%). Thus, a large fraction of rainy
middle tropospheric synoptic systems in this region form in association with
cyclonic activity in the Bay of Bengal. The four variants identified also show
a marked dependence on large-scale environmental features with Type 1 and Type
2a formation primarily occurring in phases 4 and 5, and Type 2b and Type 2c in
phases 3 and 4 of the Boreal Summer Intraseasonal Oscillation. Further, while
in-situ formation with a Bay of Bengal cyclonic anomaly (Type 2a and 2b) mostly
occurs in June, downstream development is more likely in the core of the
monsoon season. Out of all categories, Type 2a is associated with the highest
rain rate (60 mm/day) and points towards the dynamical interaction between a
low pressure system over the Bay of Bengal and the development of MTCs over
western India and the northeast Arabian Sea. This classification,
identification of precursors, connection with cyclonic activity over the Bay of
Bengal and dependence on large-scale environment provides an avenue for better
understanding and prediction of rain-bearing MTCs over western India.
",2022-03-08T13:06:25Z,http://arxiv.org/abs/2203.04060v1
Stacked Residuals of Dynamic Layers for Time Series Anomaly Detection,"L. Zancato, A. Achille, G. Paolini, A. Chiuso, S. Soatto",N/A,ArXiv,2022,N/A,N/A,2022-02-25T01:50:22Z,N/A,ArXiv,"  We present an end-to-end differentiable neural network architecture to
perform anomaly detection in multivariate time series by incorporating a
Sequential Probability Ratio Test on the prediction residual. The architecture
is a cascade of dynamical systems designed to separate linearly predictable
components of the signal such as trends and seasonality, from the non-linear
ones. The former are modeled by local Linear Dynamic Layers, and their residual
is fed to a generic Temporal Convolutional Network that also aggregates global
statistics from different time series as context for the local predictions of
each one. The last layer implements the anomaly detector, which exploits the
temporal structure of the prediction residuals to detect both isolated point
anomalies and set-point changes. It is based on a novel application of the
classic CUMSUM algorithm, adapted through the use of a variational
approximation of f-divergences. The model automatically adapts to the time
scales of the observed signals. It approximates a SARIMA model at the get-go,
and auto-tunes to the statistics of the signal and its covariates, without the
need for supervision, as more data is observed. The resulting system, which we
call STRIC, outperforms both state-of-the-art robust statistical methods and
deep neural network architectures on multiple anomaly detection benchmarks.
",2022-02-25T01:50:22Z,http://arxiv.org/abs/2202.12457v1
Anomaly Detection for Solder Joints Using $β$-VAE,"Furkan Ulger, Seniha Esen Yuksel, Atila Yilmaz",N/A,ArXiv,2021,N/A,N/A,2021-04-24T11:19:27Z,N/A,ArXiv,"  In the assembly process of printed circuit boards (PCB), most of the errors
are caused by solder joints in Surface Mount Devices (SMD). In the literature,
traditional feature extraction based methods require designing hand-crafted
features and rely on the tiered RGB illumination to detect solder joint errors,
whereas the supervised Convolutional Neural Network (CNN) based approaches
require a lot of labelled abnormal samples (defective solder joints) to achieve
high accuracy. To solve the optical inspection problem in unrestricted
environments with no special lighting and without the existence of error-free
reference boards, we propose a new beta-Variational Autoencoders (beta-VAE)
architecture for anomaly detection that can work on both IC and non-IC
components. We show that the proposed model learns disentangled representation
of data, leading to more independent features and improved latent space
representations. We compare the activation and gradient-based representations
that are used to characterize anomalies; and observe the effect of different
beta parameters on accuracy and on untwining the feature representations in
beta-VAE. Finally, we show that anomalies on solder joints can be detected with
high accuracy via a model trained on directly normal samples without designated
hardware or feature engineering.
",2021-04-24T11:19:27Z,http://arxiv.org/abs/2104.11927v2
"Annual field-scale maps of tall and short crops at the global scale
  using GEDI and Sentinel-2","Stefania Di Tommaso, Sherrie Wang, Vivek Vajipey, Noel Gorelick, Rob Strey, David B. Lobell",N/A,ArXiv,2022,N/A,N/A,2022-12-19T18:09:34Z,N/A,ArXiv,"  Crop type maps are critical for tracking agricultural land use and estimating
crop production. Remote sensing has proven an efficient and reliable tool for
creating these maps in regions with abundant ground labels for model training,
yet these labels remain difficult to obtain in many regions and years. NASA's
Global Ecosystem Dynamics Investigation (GEDI) spaceborne lidar instrument,
originally designed for forest monitoring, has shown promise for distinguishing
tall and short crops. In the current study, we leverage GEDI to develop
wall-to-wall maps of short vs tall crops on a global scale at 10 m resolution
for 2019-2021. Specifically, we show that (1) GEDI returns can reliably be
classified into tall and short crops after removing shots with extreme view
angles or topographic slope, (2) the frequency of tall crops over time can be
used to identify months when tall crops are at their peak height, and (3) GEDI
shots in these months can then be used to train random forest models that use
Sentinel-2 time series to accurately predict short vs. tall crops. Independent
reference data from around the world are then used to evaluate these GEDI-S2
maps. We find that GEDI-S2 performed nearly as well as models trained on
thousands of local reference training points, with accuracies of at least 87%
and often above 90% throughout the Americas, Europe, and East Asia. Systematic
underestimation of tall crop area was observed in regions where crops
frequently exhibit low biomass, namely Africa and South Asia, and further work
is needed in these systems. Although the GEDI-S2 approach only differentiates
tall from short crops, in many landscapes this distinction goes a long way
toward mapping the main individual crop types. The combination of GEDI and
Sentinel-2 thus presents a very promising path towards global crop mapping with
minimal reliance on ground data.
",2022-12-19T18:09:34Z,http://arxiv.org/abs/2212.09681v1
"Environmental Sensor Placement with Convolutional Gaussian Neural
  Processes","Tom R. Andersson, Wessel P. Bruinsma, Stratis Markou, James Requeima, Alejandro Coca-Castro, Anna Vaughan, Anna-Louise Ellis, Matthew A. Lazzara, Dani Jones, J. Scott Hosking, Richard E. Turner",N/A,ArXiv,2022,N/A,N/A,2022-11-18T17:25:14Z,N/A,ArXiv,"  Environmental sensors are crucial for monitoring weather conditions and the
impacts of climate change. However, it is challenging to place sensors in a way
that maximises the informativeness of their measurements, particularly in
remote regions like Antarctica. Probabilistic machine learning models can
suggest informative sensor placements by finding sites that maximally reduce
prediction uncertainty. Gaussian process (GP) models are widely used for this
purpose, but they struggle with capturing complex non-stationary behaviour and
scaling to large datasets. This paper proposes using a convolutional Gaussian
neural process (ConvGNP) to address these issues. A ConvGNP uses neural
networks to parameterise a joint Gaussian distribution at arbitrary target
locations, enabling flexibility and scalability. Using simulated surface air
temperature anomaly over Antarctica as training data, the ConvGNP learns
spatial and seasonal non-stationarities, outperforming a non-stationary GP
baseline. In a simulated sensor placement experiment, the ConvGNP better
predicts the performance boost obtained from new observations than GP
baselines, leading to more informative sensor placements. We contrast our
approach with physics-based sensor placement methods and propose future steps
towards an operational sensor placement recommendation system. Our work could
help to realise environmental digital twins that actively direct measurement
sampling to improve the digital representation of reality.
",2022-11-18T17:25:14Z,http://arxiv.org/abs/2211.10381v5
"DCSF: Deep Convolutional Set Functions for Classification of
  Asynchronous Time Series","Vijaya Krishna Yalavarthi, Johannes Burchert, Lars Schmidt-Thieme",N/A,ArXiv,2022,N/A,N/A,2022-08-24T08:47:36Z,N/A,ArXiv,"  Asynchronous Time Series is a multivariate time series where all the channels
are observed asynchronously-independently, making the time series extremely
sparse when aligning them. We often observe this effect in applications with
complex observation processes, such as health care, climate science, and
astronomy, to name a few. Because of the asynchronous nature, they pose a
significant challenge to deep learning architectures, which presume that the
time series presented to them are regularly sampled, fully observed, and
aligned with respect to time. This paper proposes a novel framework, that we
call Deep Convolutional Set Functions (DCSF), which is highly scalable and
memory efficient, for the asynchronous time series classification task. With
the recent advancements in deep set learning architectures, we introduce a
model that is invariant to the order in which time series' channels are
presented to it. We explore convolutional neural networks, which are well
researched for the closely related problem-classification of regularly sampled
and fully observed time series, for encoding the set elements. We evaluate DCSF
for AsTS classification, and online (per time point) AsTS classification. Our
extensive experiments on multiple real-world and synthetic datasets verify that
the suggested model performs substantially better than a range of
state-of-the-art models in terms of accuracy and run time.
",2022-08-24T08:47:36Z,http://arxiv.org/abs/2208.11374v1
"Applications of Machine Learning to the Identification of Anomalous ER
  Claims","Jesse B. Crawford, Nicholas Petela",N/A,ArXiv,2022,N/A,N/A,2022-06-16T11:19:04Z,N/A,ArXiv,"  Improper health insurance payments resulting from fraud and upcoding result
in tens of billions of dollars in excess health care costs annually in the
United States, motivating machine learning researchers to build anomaly
detection models for health insurance claims. This article describes two such
strategies specifically for ER claims. The first is an upcoding model based on
severity code distributions, stratified by hierarchical diagnosis code
clusters. A statistically significant difference in mean upcoding anomaly
scores is observed between free-standing ERs and acute care hospitals, with
free-standing ERs being more anomalous. The second model is a random forest
that minimizes improper payments by optimally sorting ER claims within review
queues. Depending on the percentage of claims reviewed, the random forest saved
12% to 40% above a baseline approach that prioritized claims by billed amount.
",2022-06-16T11:19:04Z,http://arxiv.org/abs/2206.08093v1
"Cartographie de l'habitat de reproduction du tétras-lyre (Lyrurus
  tetrix) dans les Alpes françaises","Alexandre Defossez, Samuel Alleaume, Marc Montadert, Dino Ienco, Sandra Luque",N/A,ArXiv,2024,N/A,N/A,2024-02-27T07:52:38Z,N/A,ArXiv,"  The Black Grouse (Lyrurus tetrix) is an emblematic alpine species with high
conservation importance. The population size of these mountain bird tends to
decline on the reference sites and shows differences according to changes in
local landscape characteristics. Habitat changes are at the centre of the
identified pressures impacting part or all of its life cycle, according to
experts. Hence, an approach to monitor population dynamics, is trough modelling
the favourable habitats of Black Grouse breeding (nesting sites). Then,
coupling modelling with multi-source remote sensing data (medium and very high
spatial resolution), allowed the implementation of a spatial distribution model
of the species. Indeed, the extraction of variables from remote sensing helped
to describe the area studied at appropriate spatial and temporal scales:
horizontal and vertical structure (heterogeneity), functioning (vegetation
indices), phenology (seasonal or inter-annual dynamics) and biodiversity. An
annual time series of radiometric indices (NDVI, NDWI, BI {\ldots}) from
Sentinel-2 has made it possible to generate Dynamic Habitat Indices (DHIs) to
derive phenological indications on the nature and dynamics of natural habitats.
In addition, very high resolution images (SPOT6) provided access to the fine
structure of natural habitats, i.e. the vertical and horizontal organisation by
states identified as elementary (mineral, herbaceous, low and high woody).
Indeed, one of the essential limiting factors for brood rearing is the presence
of a well-developed herbaceous or ericaceous stratum in the northern Alps and
larch forests in the southern region. A deep learning model was used to
classify elementary strata. Finally, Biomod2 R platform, using an ensemble
approach, was applied to model, the favourable habitat of Black Grouse
reproduction. Of all the models, Random Forest and Extreme Boosted Gradient are
the best performing, with TSS and ROC scores close to 1. For the SDM, we
selected only Random Forest models (ensemble modelling) because of their low
susceptibility to overfitting and coherent predictions (after comparing model
predictions).In this ensemble model, the most important explanatory variables
are altitude, the proportion of heathland, and the DHI (NDVI Max and NDWI Max).
Results from the habitat model can be used as an operational tool for
monitoring forest landscape shifts and changes. In addition, to delimiting
potential areas to protect the species habitat, which constitute a valuable
decision-making tool for conservation management of mountain open forest.
",2024-02-27T07:52:38Z,http://arxiv.org/abs/2402.18597v1
HydroNets: Leveraging River Structure for Hydrologic Modeling,"Zach Moshe, Asher Metzger, Gal Elidan, Frederik Kratzert, Sella Nevo, Ran El-Yaniv",N/A,ArXiv,2020,N/A,N/A,2020-07-01T16:32:07Z,N/A,ArXiv,"  Accurate and scalable hydrologic models are essential building blocks of
several important applications, from water resource management to timely flood
warnings. However, as the climate changes, precipitation and rainfall-runoff
pattern variations become more extreme, and accurate training data that can
account for the resulting distributional shifts become more scarce. In this
work we present a novel family of hydrologic models, called HydroNets, which
leverages river network structure. HydroNets are deep neural network models
designed to exploit both basin specific rainfall-runoff signals, and upstream
network dynamics, which can lead to improved predictions at longer horizons.
The injection of the river structure prior knowledge reduces sample complexity
and allows for scalable and more accurate hydrologic modeling even with only a
few years of data. We present an empirical study over two large basins in India
that convincingly support the proposed model and its advantages.
",2020-07-01T16:32:07Z,http://arxiv.org/abs/2007.00595v1
"On the archetypal `flavours', indices and teleconnections of ENSO
  revealed by global sea surface temperatures","Didier P. Monselesan, James S. Risbey, Benoit Legresy, Sophie Cravatte, Bastien Pagli, Takeshi Izumo, Christopher C. Chapman, Mandy Freund, Abdelwaheb Hannachi, Damien Irving, P. Jyoteeshkumar Reddy, Doug Richardson, Dougal T. Squire, Carly R. Tozer",N/A,ArXiv,2024,N/A,N/A,2024-06-12T23:34:23Z,N/A,ArXiv,"  El Ni\~no-Southern Oscillation global (ENSO) imprint on sea surface
temperature comes in many guises. To identify its tropical fingerprints and
impacts on the rest of the climate system, we propose a global approach based
on archetypal analysis (AA), a pattern recognition method based on the
identification of extreme configurations in the dataset under investigation.
Relying on detrended sea surface temperature monthly anomalies over the 1982 to
2022 period, the technique recovers central and eastern Pacific ENSO types
identified by more traditional methods and allows one to hierarchically add
extra flavours and nuances to both persistent and transient phases of the
phenomenon. Archetypal patterns found compare favorably to phase identification
from K-means, fuzzy C-means and recently published network-based
machine-learning algorithms. The AA implementation is modified for the
identification of ENSO phases in sub-seasonal-to-seasonal prediction systems
and complements current alert systems in characterising the diversity of ENSO
and its teleconnections. Tropical and extra-tropical teleconnection composites
from various oceanic and atmospheric fields derived from the analysis are shown
to be robust and physically relevant. Extending AA to sub-surface ocean fields
improves the discrimination between phases when the characterisation of ENSO
based on sea surface temperature is uncertain. We show that AA on detrended
sea-level monthly anomalies provides a clearer expression of ENSO types.
",2024-06-12T23:34:23Z,http://arxiv.org/abs/2406.08694v1
"A Novel Algorithm for Optimized Real Time Anomaly Detection in
  Timeseries",Krishnam Kapoor,N/A,ArXiv,2020,N/A,N/A,2020-06-07T07:41:33Z,N/A,ArXiv,"  Observations in data which are significantly different from its neighbouring
points but cannot be classified as noise are known as anomalies or outliers.
These anomalies are a cause of concern and a timely warning about their
presence could be valuable. In this paper, we have evaluated and compared the
performance of popular algorithms from domains of Machine Learning and
Statistics in detecting anomalies on both offline data as well as real time
data. Our aim is to come up with an algorithm which can handle all types of
seasonal and non-seasonal data effectively and is fast enough to be of
practical utility in real time. It is not only important to detect anomalies at
the global but also the ones which are anomalies owing to their local
surroundings. Such outliers can be termed as contextual anomalies as they
derive their context from the neighbouring observations. Also, we require a
methodology to automatically determine the presence of seasonality in the given
data. For detecting the seasonality, the proposed algorithm takes up a curve
fitting approach rather than model based anomaly detection. The proposed model
also introduces a unique filter which assess the relative significance of local
outliers and removes the ones deemed as insignificant. Since, the proposed
model fits polynomial in buckets of timeseries data, it does not suffer from
problems such as heteroskedasticity and breakout as compared to its statistical
alternatives such as ARIMA, SARIMA and Winter Holt. Experimental results the
proposed algorithm performs better on both real time as well as artificial
generated datasets.
",2020-06-07T07:41:33Z,http://arxiv.org/abs/2006.04071v1
"Suicide disparities across urban and suburban areas in the U.S.: A
  comparative assessment of socio-environmental factors using a data-driven
  predictive approach","Sayanti Mukherjee, Zhiyuan Wei",N/A,ArXiv,2020,N/A,N/A,2020-11-16T18:56:31Z,N/A,ArXiv,"  Disparity in suicide rates between urban and suburban/rural areas is growing,
with rural areas typically witnessing higher suicide rates in the U.S. However,
previous studies often ignored the effect of socio-environmental factors on the
suicide rates and its regional disparity. To address these gaps, we propose a
holistic data-driven framework to model the associations of social
(demographic, socioeconomic) and environmental (climate) factors on suicide
rates, and study the disparities across urban and suburban areas. Leveraging
the county-level suicide data from 2000--2017 along with the
socio-environmental features, we trained, tested and validated a suite of
advanced statistical learning algorithms to identify, assess and predict the
influence of key socio-environmental factors on suicide rates. Random forest
outperformed all other models in terms of goodness-of-fit and predictive
accuracy, and selected as the final model to make inferences. Our results
indicate that population demographics is significantly associated with both
urban and suburban suicide rates. We found that suburban population is more
vulnerable to suicides compared to urban communities, with suburban suicide
rate being particularly sensitive to unemployment rate and median household
income. Our analysis revealed that suicide mortality is correlated to climate,
showing that urban suicide rate is more sensitive to higher temperatures,
seasonal-heating-degree-days and precipitation, while suburban suicide rate is
sensitive to only seasonal-cooling-degree-days. This work provides deeper
insights on interactions between key socio-environmental factors and suicides
across different urbanized areas, and can help the public health agencies
develop suicide prevention strategies to reduce the growing risk of suicides.
",2020-11-16T18:56:31Z,http://arxiv.org/abs/2011.08171v1
"Machine learning approach to pattern recognition in nuclear dynamics
  from the ab initio symmetry-adapted no-core shell model","O. M. Molchanov, K. D. Launey, A. Mercenne, G. H. Sargsyan, T. Dytrych, J. P. Draayer",N/A,ArXiv,2021,N/A,N/A,2021-07-03T21:26:27Z,N/A,ArXiv,"  A novel machine learning approach is used to provide further insight into
atomic nuclei and to detect orderly patterns amidst a vast data of large-scale
calculations. The method utilizes a neural network that is trained on ab initio
results from the symmetry-adapted no-core shell model (SA-NCSM) for light
nuclei. We show that the SA-NCSM, which expands ab initio applications up to
medium-mass nuclei by using dominant symmetries of nuclear dynamics, can reach
heavier nuclei when coupled with the machine learning approach. In particular,
we find that a neural network trained on probability amplitudes for $s$-and
$p$-shell nuclear wave functions not only predicts dominant configurations for
heavier nuclei but in addition, when tested for the $^{20}$Ne ground state, it
accurately reproduces the probability distribution. The nonnegligible
configurations predicted by the network provide an important input to the
SA-NCSM for reducing ultra-large model spaces to manageable sizes that can be,
in turn, utilized in SA-NCSM calculations to obtain accurate observables. The
neural network is capable of describing nuclear deformation and is used to
track the shape evolution along the $^{20-42}$Mg isotopic chain, suggesting a
shape-coexistence that is more pronounced toward the very neutron-rich
isotopes. We provide first descriptions of the structure and deformation of
$^{24}$Si and $^{40}$Mg of interest to x-ray burst nucleosynthesis, and even of
the extremely heavy nuclei such as $^{166,168}$Er and $^{236}$U, that build
upon first principles considerations.
",2021-07-03T21:26:27Z,http://arxiv.org/abs/2107.01498v1
Identifying Grey-box Thermal Models with Bayesian Neural Networks,"Md Monir Hossain, Tianyu Zhang, Omid Ardakanian",N/A,ArXiv,2020,N/A,N/A,2020-09-13T01:12:34Z,N/A,ArXiv,"  Smart thermostats are one of the most prevalent home automation products.
They learn occupant preferences and schedules, and utilize an accurate thermal
model to reduce the energy use of heating and cooling equipment while
maintaining the temperature for maximum comfort. Despite the importance of
having an accurate thermal model for the operation of smart thermostats, fast
and reliable identification of this model is still an open problem. In this
paper, we explore various techniques for establishing a suitable thermal model
using time series data generated by smart thermostats. We show that Bayesian
neural networks can be used to estimate parameters of a grey-box thermal model
if sufficient training data is available, and this model outperforms several
black-box models in terms of the temperature prediction accuracy. Leveraging
real data from 8,884 homes equipped with smart thermostats, we discuss how the
prior knowledge about the model parameters can be utilized to quickly build an
accurate thermal model for another home with similar floor area and age in the
same climate zone. Moreover, we investigate how to adapt the model originally
built for the same home in another season using a small amount of data
collected in this season. Our results confirm that maintaining only a small
number of pre-trained thermal models will suffice to quickly build accurate
thermal models for many other homes, and that 1~day smart thermostat data could
significantly improve the accuracy of transferred models in another season.
",2020-09-13T01:12:34Z,http://arxiv.org/abs/2009.05889v1
"Thermodynamic behavior of binary mixtures of hard spheres:
  Semianalytical solutions on a Husimi lattice built with cubes","Nathann T. Rodrigues, Tiago J. Oliveira",N/A,ArXiv,2019,N/A,N/A,2019-08-31T16:11:27Z,N/A,ArXiv,"  We study binary mixtures of hard particles, which exclude up to their $k$th
nearest neighbors ($k$NN) on the simple cubic lattice and have activities
$z_k$. In the first model analyzed, point particles (0NN) are mixed with 1NN
ones. The grand-canonical solution of this model on a Husimi lattice built with
cubes unveils a phase diagram with a fluid and a solid phase separated by a
continuous and a discontinuous transition line which meet at a tricritical
point. A density anomaly, characterized by minima in isobaric curves of the
total density of particles against $z_0$ (or $z_1$), is also observed in this
system. Overall, this scenario is identical to the one previously found for
this model when defined on the square lattice. The second model investigated
consists of the mixture of 1NN particles with 2NN ones. In this case, a very
rich phase behavior is found in its Husimi lattice solution, with two solid
phases - one associated with the ordering of 1NN particles ($S1$) and the other
with the ordering of 2NN ones ($S2$) -, beyond the fluid ($F$) phase. While the
transitions between $F$-$S2$ and $S1$-$S2$ phases are always discontinuous, the
$F$-$S1$ transition is continuous (discontinuous) for small (large) $z_2$. The
critical and coexistence $F$-$S1$ lines meet at a tricritical point. Moreover,
the coexistence $F$-$S1$, $F$-$S2$ and $S1$-$S2$ lines meet at a triple point.
Density anomalies are absent in this case.
",2019-08-31T16:11:27Z,http://arxiv.org/abs/1909.00235v1
"An Intelligent and Time-Efficient DDoS Identification Framework for
  Real-Time Enterprise Networks SAD-F: Spark Based Anomaly Detection Framework","Awais Ahmed, Sufian Hameed, Muhammad Rafi, Qublai Khan Ali Mirza",N/A,ArXiv,2020,N/A,N/A,2020-01-21T06:05:48Z,N/A,ArXiv,"  Anomaly detection is a crucial step for preventing malicious activities in
the network and keeping resources available all the time for legitimate users.
It is noticed from various studies that classical anomaly detectors work well
with small and sampled data, but the chances of failures increase with
real-time (non-sampled data) traffic data. In this paper, we will be exploring
security analytic techniques for DDoS anomaly detection using different machine
learning techniques. In this paper, we are proposing a novel approach which
deals with real traffic as input to the system. Further, we study and compare
the performance factor of our proposed framework on three different testbeds
including normal commodity hardware, low-end system, and high-end system.
Hardware details of testbeds are discussed in the respective section. Further
in this paper, we investigate the performance of the classifiers in (near)
real-time detection of anomalies attacks. This study also focused on the
feature selection process that is as important for the anomaly detection
process as it is for general modeling problems. Several techniques have been
studied for feature selection and it is observed that proper feature selection
can increase performance in terms of model's execution time - which totally
depends upon the traffic file or traffic capturing process.
",2020-01-21T06:05:48Z,http://arxiv.org/abs/2001.08155v2
